index,Lever position,Ship speed (v),Gas Turbine (GT) shaft torque (GTT) (kN m),GT rate of revolutions (GTn) (rpm),Gas Generator rate of revolutions (GGn) (rpm),Starboard Propeller Torque (Ts) (kN),Port Propeller Torque (Tp) (kN),Hight Pressure (HP) Turbine exit temperature (T48) (C),GT Compressor outlet air temperature (T2) (C),HP Turbine exit pressure (P48) (bar),GT Compressor outlet air pressure (P2) (bar),GT exhaust gas pressure (Pexh) (bar),Turbine Injecton Control (TIC) (%),Fuel flow (mf) (kg/s),GT Compressor decay state coefficient,GT Turbine decay state coefficient
6541,8.206,24,50993.534,3087.488,9312.265,438.057,438.057,909.025,729.265,3.577,18.228,1.042,59.057,1.169,0.977,0.999
11319,7.148,21,39012.017,2677.986,9113.823,332.518,332.518,813.574,683.655,2.99,15.683,1.036,43.45,0.86,0.998,0.984
117,1.138,3,6810.551,1333.835,6707.429,6.756,6.756,661.708,578.015,1.308,7.107,1.019,25.58,0.328,0.95,0.988
10467,1.138,3,1765.655,1386.169,6656.314,9.494,9.494,477.888,547.916,1.159,6.19,1.019,1.451,0.106,0.994,0.994
7436,3.144,9,8377.494,1386.748,7092.485,60.335,60.335,575.825,577.911,1.39,7.443,1.02,11.892,0.235,0.981,0.995
8891,9.3,27,72776.513,3560.414,9756.883,644.993,644.993,1052.21,772.107,4.514,22.38,1.051,87.05,1.723,0.987,1.0
2807,9.3,27,72782.308,3560.43,9784.978,645.181,645.181,1081.073,781.55,4.481,22.21,1.05,89.076,1.763,0.961,1.0
9514,2.088,6,6897.136,1379.52,6784.656,28.773,28.773,599.538,570.519,1.333,7.17,1.02,6.966,0.258,0.99,0.992
6848,9.3,27,72763.709,3560.396,9749.528,644.896,644.896,1077.255,777.732,4.526,22.836,1.05,89.644,1.775,0.979,0.981
8639,9.3,27,72776.004,3560.408,9756.322,645.113,645.113,1054.971,772.745,4.515,22.426,1.051,87.332,1.729,0.986,0.998
5196,4.161,12,14721.175,1547.455,7752.216,113.769,113.769,646.751,608.194,1.661,8.982,1.022,17.49,0.346,0.972,0.98
10433,3.144,9,8375.399,1386.736,7051.201,60.309,60.309,574.101,575.911,1.392,7.485,1.021,11.845,0.234,0.994,0.99
2915,9.3,27,72771.01,3560.413,9773.177,645.093,645.093,1091.969,783.081,4.499,22.589,1.05,90.446,1.79,0.962,0.986
10412,9.3,27,72765.566,3560.385,9738.025,645.006,645.006,1055.804,771.626,4.538,22.772,1.051,87.864,1.739,0.994,0.987
1062,1.138,3,7346.094,1352.819,6713.315,7.805,7.805,668.056,579.189,1.328,7.205,1.019,16.776,0.333,0.954,0.989
7701,7.148,21,38992.161,2678.083,9128.354,332.291,332.291,809.845,686.076,2.971,15.394,1.036,42.886,0.849,0.982,0.998
4247,9.3,27,72762.781,3560.395,9759.672,644.967,644.967,1092.223,782.082,4.516,22.846,1.05,90.824,1.798,0.968,0.978
3113,9.3,27,72767.446,3560.406,9768.828,645.056,645.056,1094.356,783.291,4.505,22.704,1.05,90.788,1.797,0.963,0.982
7503,7.148,21,39003.548,2678.026,9117.28,332.365,332.365,832.116,689.801,2.984,15.768,1.036,44.66,0.884,0.982,0.976
11543,6.175,18,29761.466,2306.826,8784.038,246.021,246.021,766.058,662.779,2.517,13.335,1.031,33.911,0.671,0.999,0.983
166,5.14,15,21639.548,1924.345,8511.262,175.328,175.328,713.874,642.368,2.073,10.992,1.026,25.366,0.502,0.95,0.993
4809,4.161,12,14721.012,1547.465,7774.482,113.744,113.744,639.783,607.18,1.659,8.899,1.023,17.145,0.339,0.97,0.989
6020,9.3,27,72774.152,3560.42,9764.211,644.947,644.947,1071.242,777.368,4.507,22.486,1.05,88.694,1.756,0.975,0.993
3341,3.144,9,8378.216,1386.752,7097.661,60.344,60.344,593.748,583.45,1.39,7.529,1.02,12.61,0.25,0.964,0.982
7127,9.3,27,72768.211,3560.396,9752.782,645.068,645.068,1071.773,776.618,4.522,22.707,1.051,89.038,1.763,0.98,0.986
839,3.144,9,8380.38,1386.764,7143.658,60.369,60.369,592.308,584.679,1.387,7.466,1.02,12.526,0.248,0.953,0.99
3695,6.175,18,29794.531,2307.302,8832.635,246.251,246.251,770.449,668.276,2.5,13.112,1.03,33.93,0.672,0.965,0.995
3889,2.088,6,2850.603,1365.252,6825.684,26.053,26.053,500.709,559.036,1.198,6.426,1.019,9.159,0.131,0.966,0.991
263,3.144,9,8379.408,1386.758,7117.25,60.352,60.352,603.039,586.913,1.389,7.552,1.02,12.966,0.257,0.951,0.978
7940,3.144,9,8377.613,1386.749,7098.166,60.343,60.343,571.853,576.917,1.39,7.416,1.021,11.728,0.232,0.983,0.999
537,7.148,21,38980.665,2678.088,9134.916,332.149,332.149,846.113,698.093,2.96,15.565,1.035,45.24,0.896,0.952,0.982
5324,6.175,18,29792.202,2307.385,8824.088,246.256,246.256,767.897,666.795,2.504,13.139,1.03,33.821,0.67,0.972,0.994
6614,9.3,27,72764.599,3560.387,9750.673,645.075,645.075,1078.357,778.082,4.525,22.829,1.05,89.722,1.776,0.978,0.981
190,2.088,6,4826.301,1344.737,6862.678,22.448,22.448,569.036,569.889,1.258,6.745,1.019,23.176,0.222,0.95,0.996
4814,9.3,27,72773.004,3560.411,9766.49,644.787,644.787,1080.254,779.738,4.506,22.56,1.05,89.501,1.772,0.97,0.989
9512,9.3,27,72770.088,3560.395,9746.013,644.764,644.764,1056.618,772.381,4.529,22.638,1.051,87.749,1.737,0.99,0.991
6329,3.144,9,8376.009,1386.74,7053.192,60.32,60.32,592.734,581.521,1.392,7.579,1.02,12.595,0.249,0.977,0.976
10183,5.14,15,21625.216,1924.322,8465.743,175.257,175.257,696.296,632.705,2.088,11.114,1.027,24.621,0.487,0.993,0.988
1186,8.206,24,50996.382,3087.55,9315.841,438.131,438.131,947.682,739.978,3.579,18.628,1.041,62.147,1.23,0.955,0.976
338,6.175,18,29795.892,2307.291,8838.657,246.298,246.298,787.593,673.685,2.498,13.207,1.03,34.933,0.692,0.951,0.986
11595,4.161,12,14717.608,1547.446,7710.422,113.724,113.724,626.923,601.035,1.665,8.927,1.023,16.625,0.329,0.999,0.989
3526,8.206,24,50994.506,3087.477,9309.723,438.094,438.094,940.997,736.773,3.586,18.661,1.041,61.759,1.223,0.965,0.976
10592,9.3,27,72759.44,3560.371,9731.357,644.786,644.786,1059.994,772.25,4.546,22.941,1.051,88.423,1.75,0.995,0.981
545,6.175,18,29794.631,2307.325,8834.448,246.312,246.312,790.371,674.101,2.499,13.249,1.03,35.123,0.695,0.952,0.983
3951,1.138,3,1580.819,1314.135,6679.033,5.565,5.565,504.38,551.306,1.142,6.103,1.019,27.24,0.152,0.966,0.998
8293,5.14,15,21627.108,1924.322,8471.33,175.221,175.221,702.245,634.972,2.086,11.124,1.026,24.919,0.493,0.985,0.986
11604,4.161,12,14717.606,1547.447,7712.351,113.717,113.717,626.071,600.877,1.664,8.918,1.023,16.583,0.328,0.999,0.99
1402,8.206,24,50994.339,3087.543,9324.919,437.953,437.953,923.104,736.19,3.558,18.126,1.041,59.848,1.185,0.955,1.0
8929,2.088,6,4704.587,1394.393,6766.372,31.505,31.505,546.566,565.001,1.27,6.888,1.02,0.0,0.181,0.988,0.979
4973,6.175,18,29766.979,2307.022,8811.141,245.955,245.955,782.441,669.841,2.507,13.309,1.03,34.758,0.688,0.971,0.981
7843,5.14,15,21628.207,1924.325,8474.985,175.236,175.236,701.36,635.097,2.085,11.098,1.026,24.855,0.492,0.983,0.988
2105,9.3,27,72782.802,3560.432,9788.242,645.0,645.0,1084.517,782.677,4.477,22.19,1.049,89.316,1.768,0.958,1.0
9611,9.3,27,72756.381,3560.36,9731.195,644.903,644.903,1068.705,774.423,4.547,23.052,1.051,89.263,1.767,0.991,0.976
5266,2.088,6,3427.501,1382.302,6815.874,29.207,29.207,511.452,561.075,1.223,6.565,1.02,0.412,0.138,0.972,0.988
4924,2.088,6,3097.282,1351.79,6768.169,23.619,23.619,522.776,561.224,1.206,6.561,1.019,17.348,0.16,0.971,0.976
7736,6.175,18,29761.17,2306.849,8793.285,246.017,246.017,781.854,668.094,2.513,13.4,1.03,34.82,0.689,0.983,0.976
8384,6.175,18,29769.629,2307.031,8811.833,246.025,246.025,759.045,663.216,2.507,13.133,1.031,33.332,0.66,0.985,0.996
2283,7.148,21,38979.969,2678.08,9137.516,332.059,332.059,829.057,693.845,2.958,15.385,1.035,44.022,0.872,0.959,0.994
3570,7.148,21,38988.54,2678.07,9127.991,332.272,332.272,838.248,694.156,2.97,15.625,1.035,44.851,0.888,0.965,0.981
7730,9.3,27,72757.741,3560.365,9739.488,644.694,644.694,1078.233,777.303,4.539,23.027,1.051,89.981,1.781,0.983,0.975
825,7.148,21,38978.65,2678.075,9137.463,332.14,332.14,839.238,696.753,2.958,15.466,1.035,44.718,0.885,0.953,0.988
1279,2.088,6,4707.806,1344.334,6827.776,22.356,22.356,571.066,569.749,1.255,6.786,1.019,23.571,0.223,0.955,0.987
5748,7.148,21,38990.932,2678.074,9127.671,332.259,332.259,824.043,690.01,2.971,15.519,1.036,43.883,0.869,0.974,0.989
10294,8.206,24,50992.863,3087.449,9304.005,437.948,437.948,897.46,724.151,3.588,18.267,1.042,58.335,1.155,0.993,1.0
2803,5.14,15,21636.95,1924.354,8506.838,175.293,175.293,701.422,638.363,2.075,10.931,1.026,24.719,0.489,0.961,1.0
11873,3.144,9,8375.049,1386.734,7048.216,60.306,60.306,568.444,574.107,1.392,7.459,1.021,11.615,0.23,1.0,0.994
10693,2.088,6,6572.547,1357.916,6762.845,24.789,24.789,594.478,567.728,1.317,7.086,1.02,17.972,0.26,0.995,0.993
6173,9.3,27,72767.501,3560.398,9755.556,644.796,644.796,1077.924,778.328,4.519,22.734,1.05,89.558,1.773,0.976,0.984
6797,3.144,9,8375.786,1386.739,7048.775,60.316,60.316,591.834,581.093,1.392,7.58,1.02,12.561,0.249,0.979,0.976
9590,6.175,18,29767.541,2306.941,8810.704,246.045,246.045,752.337,661.184,2.508,13.09,1.031,32.923,0.652,0.99,1.0
9813,4.161,12,14719.668,1547.457,7747.369,113.749,113.749,621.958,601.137,1.661,8.831,1.023,16.352,0.324,0.991,0.999
10409,6.175,18,29762.149,2306.838,8793.141,246.031,246.031,764.175,663.049,2.514,13.27,1.031,33.744,0.668,0.994,0.987
4316,6.175,18,29790.744,2307.452,8820.16,246.232,246.232,778.622,669.509,2.505,13.239,1.03,34.494,0.683,0.968,0.986
11780,9.3,27,72759.707,3560.372,9727.597,644.873,644.873,1052.964,770.248,4.55,22.92,1.052,87.834,1.739,1.0,0.983
11452,5.14,15,21625.036,1924.342,8470.942,175.213,175.213,683.555,629.591,2.087,10.998,1.027,23.903,0.473,0.998,0.999
5811,7.148,21,38987.988,2678.084,9131.191,332.143,332.143,817.039,688.843,2.967,15.401,1.036,43.326,0.858,0.974,0.996
4259,3.144,9,8377.513,1386.748,7083.478,60.339,60.339,593.552,582.875,1.39,7.545,1.02,12.61,0.25,0.968,0.98
4832,9.3,27,72773.103,3560.427,9768.101,644.864,644.864,1078.523,779.453,4.503,22.506,1.05,89.291,1.768,0.97,0.991
10171,2.088,6,6944.782,1377.168,6764.392,28.336,28.336,604.456,570.714,1.334,7.211,1.02,8.666,0.264,0.993,0.987
2991,4.161,12,14724.063,1547.471,7804.999,113.8,113.8,638.27,607.976,1.656,8.839,1.022,17.042,0.337,0.962,0.995
4218,7.148,21,38993.451,2678.059,9123.482,332.333,332.333,842.486,694.263,2.976,15.739,1.035,45.238,0.896,0.968,0.975
1956,4.161,12,14723.85,1547.466,7792.118,113.792,113.792,649.671,610.609,1.657,8.933,1.022,17.576,0.348,0.958,0.984
1108,2.088,6,4066.289,1345.062,6848.294,22.474,22.474,547.734,566.256,1.234,6.625,1.019,22.256,0.196,0.954,0.994
4454,9.3,27,72759.855,3560.379,9755.931,645.021,645.021,1093.797,782.188,4.521,22.935,1.05,91.068,1.803,0.969,0.975
5721,7.148,21,38992.234,2678.07,9126.158,332.272,332.272,827.086,690.517,2.973,15.569,1.035,44.125,0.874,0.974,0.986
7080,7.148,21,38999.103,2678.049,9120.76,332.392,332.392,828.248,689.54,2.98,15.675,1.036,44.319,0.877,0.98,0.981
9222,7.148,21,39003.852,2678.035,9118.521,332.321,332.321,818.307,686.148,2.984,15.636,1.036,43.679,0.865,0.989,0.985
5167,2.088,6,2948.932,1355.001,6770.513,24.19,24.19,515.634,560.237,1.201,6.527,1.019,15.171,0.15,0.972,0.977
7783,8.206,24,50992.694,3087.43,9301.443,437.965,437.965,923.693,730.322,3.595,18.619,1.042,60.561,1.199,0.983,0.981
10600,8.206,24,50991.642,3087.372,9295.314,437.928,437.928,914.811,726.524,3.604,18.641,1.042,60.0,1.188,0.995,0.982
708,7.148,21,38984.061,2678.085,9130.908,332.22,332.22,852.684,698.991,2.965,15.689,1.035,45.773,0.906,0.953,0.975
3555,1.138,3,6255.591,1330.732,6651.368,6.527,6.527,648.634,573.908,1.294,7.07,1.019,27.111,0.314,0.965,0.98
2605,5.14,15,21633.499,1924.314,8486.819,175.282,175.282,722.558,642.31,2.081,11.179,1.026,25.937,0.513,0.961,0.978
731,3.144,9,8379.164,1386.757,7112.614,60.352,60.352,602.104,586.467,1.389,7.553,1.02,12.932,0.256,0.953,0.978
351,1.138,3,7107.82,1341.276,6710.095,7.172,7.172,667.124,578.945,1.319,7.161,1.019,22.211,0.333,0.951,0.988
1683,1.138,3,977.272,1379.104,6694.764,9.246,9.246,475.738,552.593,1.126,6.082,1.019,0.0,0.092,0.957,0.98
1058,6.175,18,29795.577,2307.291,8837.417,246.255,246.255,783.799,672.5,2.498,13.185,1.03,34.711,0.687,0.954,0.988
8083,2.088,6,5557.148,1394.259,6799.505,31.512,31.512,564.42,567.637,1.296,6.973,1.02,0.0,0.205,0.984,0.989
3593,3.144,9,8378.262,1386.753,7100.509,60.348,60.348,591.672,582.937,1.389,7.515,1.02,12.525,0.248,0.965,0.984
7809,7.148,21,38999.752,2678.05,9120.849,332.299,332.299,823.21,688.119,2.98,15.633,1.036,43.97,0.871,0.983,0.984
1248,7.148,21,38981.566,2678.079,9133.93,332.077,332.077,843.004,696.965,2.962,15.558,1.035,45.049,0.892,0.955,0.983
7145,9.3,27,72769.278,3560.408,9754.496,645.038,645.038,1070.034,776.318,4.519,22.653,1.051,88.828,1.758,0.98,0.988
9067,5.14,15,21627.616,1924.334,8475.706,175.23,175.23,693.167,632.834,2.085,11.039,1.027,24.407,0.483,0.988,0.994
10547,9.3,27,72755.384,3560.345,9726.591,644.879,644.879,1064.448,773.084,4.552,23.079,1.051,88.961,1.761,0.995,0.976
5992,8.206,24,50994.106,3087.508,9309.664,438.061,438.061,919.558,731.314,3.582,18.404,1.042,59.995,1.188,0.975,0.99
8866,2.088,6,6922.598,1369.891,6800.048,26.993,26.993,599.311,570.137,1.329,7.121,1.02,12.187,0.263,0.987,0.998
1135,2.088,6,3643.149,1347.01,6857.091,22.805,22.805,532.561,563.978,1.221,6.528,1.019,20.628,0.177,0.954,0.997
8304,7.148,21,38999.575,2678.054,9121.411,332.408,332.408,818.864,687.006,2.98,15.589,1.036,43.657,0.864,0.985,0.987
4,5.14,15,21636.432,1924.313,8494.777,175.306,175.306,731.494,645.642,2.078,11.197,1.026,26.373,0.522,0.95,0.975
1265,6.175,18,29794.279,2307.326,8833.217,246.308,246.308,786.557,672.913,2.5,13.228,1.03,34.901,0.691,0.955,0.985
8905,5.14,15,21624.38,1924.307,8459.639,175.219,175.219,710.378,636.059,2.09,11.243,1.026,25.409,0.503,0.988,0.976
8964,1.138,3,5311.377,1357.934,6628.423,7.964,7.964,601.909,565.873,1.275,6.924,1.019,14.917,0.258,0.988,0.983
2033,9.3,27,72776.194,3560.425,9782.354,644.851,644.851,1091.359,783.734,4.487,22.402,1.049,90.137,1.784,0.958,0.992
3287,3.144,9,8377.596,1386.749,7082.294,60.34,60.34,598.653,584.338,1.39,7.573,1.02,12.813,0.254,0.964,0.976
5797,2.088,6,4424.854,1392.487,6835.407,31.159,31.159,533.186,564.322,1.258,6.727,1.02,0.0,0.167,0.974,0.995
3132,1.138,3,1741.153,1399.06,6708.272,10.402,10.402,493.152,555.239,1.159,6.238,1.019,0.0,0.114,0.963,0.985
7670,3.144,9,8377.315,1386.747,7090.248,60.339,60.339,575.389,577.701,1.39,7.443,1.021,11.876,0.235,0.982,0.995
11288,3.144,9,8373.904,1386.721,7020.02,60.291,60.291,579.449,576.369,1.393,7.552,1.02,12.08,0.239,0.998,0.981
413,9.3,27,72777.624,3560.435,9791.735,645.057,645.057,1097.82,786.113,4.476,22.303,1.049,90.483,1.791,0.951,0.994
9859,5.14,15,21623.621,1924.308,8457.763,175.196,175.196,706.387,634.739,2.091,11.226,1.026,25.203,0.499,0.992,0.978
11592,1.138,3,5051.054,1364.253,6624.191,8.271,8.271,582.837,561.95,1.269,6.848,1.019,11.495,0.237,0.999,0.989
3892,5.14,15,21634.142,1924.333,8493.807,175.273,175.273,707.298,638.715,2.079,11.039,1.026,25.092,0.497,0.966,0.991
10311,7.148,21,39014.066,2677.956,9111.651,332.435,332.435,824.328,686.215,2.993,15.808,1.036,44.244,0.876,0.994,0.976
4792,5.14,15,21632.127,1924.327,8486.346,175.275,175.275,709.031,638.443,2.081,11.09,1.026,25.217,0.499,0.97,0.987
6137,9.3,27,72763.875,3560.39,9752.066,644.739,644.739,1081.447,778.936,4.524,22.843,1.05,89.983,1.781,0.976,0.98
4749,7.148,21,38991.403,2678.068,9126.067,332.276,332.276,833.849,692.431,2.973,15.624,1.035,44.591,0.883,0.97,0.982
805,5.14,15,21637.345,1924.331,8501.889,175.319,175.319,719.012,642.866,2.076,11.075,1.026,25.681,0.508,0.953,0.986
3701,3.144,9,8379.543,1386.76,7131.316,60.365,60.365,582.094,581.178,1.388,7.428,1.02,12.124,0.24,0.965,0.996
6458,6.175,18,29780.991,2307.366,8814.511,246.104,246.104,769.546,666.444,2.507,13.201,1.03,33.966,0.672,0.977,0.99
1652,6.175,18,29790.882,2307.471,8821.735,246.207,246.207,795.547,674.436,2.504,13.356,1.03,35.505,0.703,0.957,0.976
1566,1.138,3,3282.435,1308.371,6687.302,5.318,5.318,565.759,562.151,1.198,6.462,1.019,32.952,0.223,0.956,0.993
894,4.161,12,14725.665,1547.477,7828.11,113.809,113.809,641.555,609.804,1.654,8.821,1.022,17.166,0.34,0.953,0.996
11859,7.148,21,39008.485,2678.02,9116.903,332.428,332.428,804.297,681.716,2.987,15.554,1.036,42.737,0.846,1.0,0.992
126,1.138,3,4893.243,1312.751,6695.191,5.598,5.598,615.36,570.584,1.249,6.769,1.019,33.173,0.278,0.95,0.989
1665,1.138,3,301.551,1340.292,6663.264,7.044,7.044,464.787,548.851,1.095,5.935,1.019,11.985,0.089,0.957,0.978
3300,7.148,21,38989.701,2678.067,9126.446,332.261,332.261,843.095,695.16,2.972,15.691,1.035,45.216,0.895,0.964,0.977
924,7.148,21,38975.334,2678.076,9143.019,332.08,332.08,828.156,694.927,2.951,15.283,1.035,43.846,0.868,0.953,0.999
9882,1.138,3,4570.977,1377.985,6628.123,9.11,9.11,573.989,562.836,1.257,6.822,1.019,5.65,0.218,0.992,0.981
9392,6.175,18,29761.248,2306.842,8788.126,246.022,246.022,776.072,665.994,2.515,13.386,1.03,34.499,0.683,0.99,0.978
10632,4.161,12,14717.964,1547.447,7713.244,113.725,113.725,631.236,602.343,1.664,8.95,1.023,16.822,0.333,0.995,0.986
6056,9.3,27,72778.073,3560.414,9767.453,644.825,644.825,1067.849,776.808,4.503,22.38,1.05,88.283,1.748,0.975,0.997
4565,3.144,9,8378.185,1386.752,7101.66,60.341,60.341,586.653,581.484,1.389,7.488,1.02,12.324,0.244,0.969,0.988
10629,1.138,3,5090.676,1370.707,6629.476,8.668,8.668,585.787,563.435,1.272,6.879,1.019,7.602,0.237,0.995,0.986
3505,5.14,15,21636.131,1924.352,8503.92,175.302,175.302,699.857,637.619,2.076,10.936,1.026,24.647,0.488,0.964,1.0
1093,5.14,15,21638.197,1924.341,8506.398,175.345,175.345,712.689,641.535,2.075,11.009,1.026,25.324,0.501,0.954,0.992
9334,2.088,6,6918.229,1369.057,6795.172,26.845,26.845,598.555,569.697,1.329,7.121,1.02,12.677,0.263,0.989,0.998
9360,1.138,3,2562.739,1366.964,6608.412,8.487,8.487,522.096,555.209,1.187,6.462,1.019,8.054,0.156,0.99,0.975
8747,9.3,27,72764.851,3560.388,9743.158,645.083,645.083,1065.91,774.492,4.533,22.807,1.051,88.712,1.756,0.987,0.984
9165,4.161,12,14718.294,1547.445,7712.692,113.722,113.722,639.97,604.723,1.665,9.008,1.023,17.226,0.341,0.989,0.979
7102,2.088,6,4010.543,1389.655,6793.017,30.596,30.596,527.204,562.776,1.245,6.712,1.02,0.0,0.157,0.98,0.984
7710,7.148,21,38991.771,2678.082,9128.854,332.249,332.249,808.864,685.912,2.971,15.378,1.036,42.808,0.848,0.982,0.999
417,4.161,12,14725.966,1547.477,7830.807,113.81,113.81,643.344,610.407,1.654,8.828,1.022,17.245,0.341,0.951,0.995
9827,9.3,27,72777.316,3560.397,9752.604,645.141,645.141,1047.927,770.705,4.519,22.406,1.051,86.747,1.717,0.991,1.0
9254,3.144,9,8375.88,1386.739,7059.603,60.321,60.321,577.041,577.095,1.392,7.49,1.02,11.96,0.237,0.989,0.989
10546,8.206,24,50983.979,3087.112,9292.592,438.01,438.01,921.237,727.555,3.608,18.765,1.042,60.592,1.2,0.995,0.976
1285,8.206,24,50997.029,3087.612,9319.85,437.984,437.984,936.313,738.183,3.569,18.393,1.041,61.084,1.209,0.955,0.987
406,2.088,6,4975.167,1345.199,6855.469,22.523,22.523,574.277,570.643,1.263,6.788,1.019,23.125,0.228,0.951,0.994
4850,9.3,27,72775.876,3560.416,9769.727,644.974,644.974,1076.816,779.173,4.501,22.453,1.05,89.085,1.763,0.97,0.993
10654,8.206,24,50993.223,3087.456,9297.906,438.091,438.091,908.483,725.507,3.599,18.518,1.042,59.412,1.176,0.995,0.988
11129,6.175,18,29762.332,2306.837,8792.142,246.03,246.03,760.532,661.915,2.514,13.249,1.031,33.527,0.664,0.997,0.989
10378,2.088,6,6960.445,1377.83,6755.272,28.454,28.454,606.762,571.006,1.335,7.235,1.02,8.308,0.266,0.994,0.984
614,3.144,9,8380.617,1386.765,7148.593,60.377,60.377,591.962,584.752,1.387,7.458,1.02,12.51,0.248,0.952,0.991
7367,6.175,18,29762.518,2306.805,8806.538,245.963,245.963,770.697,666.102,2.508,13.245,1.03,34.068,0.674,0.981,0.987
395,9.3,27,72776.613,3560.43,9790.293,645.021,645.021,1099.549,786.375,4.478,22.357,1.049,90.69,1.795,0.951,0.992
7092,1.138,3,1287.215,1338.828,6627.237,6.882,6.882,489.774,549.404,1.135,6.136,1.019,17.094,0.126,0.98,0.983
8339,6.175,18,29762.826,2306.793,8806.438,245.992,245.992,764.349,664.278,2.509,13.199,1.031,33.681,0.667,0.985,0.991
5898,4.161,12,14720.722,1547.454,7745.498,113.764,113.764,645.385,607.546,1.662,8.985,1.022,17.435,0.345,0.975,0.98
5081,6.175,18,29792.263,2307.394,8824.137,246.205,246.205,769.483,667.253,2.504,13.15,1.03,33.918,0.672,0.971,0.993
1821,4.161,12,14724.898,1547.474,7816.66,113.808,113.808,640.565,609.076,1.655,8.834,1.022,17.134,0.339,0.957,0.995
3228,7.148,21,38981.882,2678.082,9136.048,332.098,332.098,825.353,692.421,2.96,15.382,1.035,43.798,0.867,0.963,0.995
7756,8.206,24,50990.978,3087.347,9300.129,437.978,437.978,926.902,730.83,3.598,18.681,1.042,60.858,1.205,0.983,0.978
10625,6.175,18,29761.964,2306.839,8790.108,245.952,245.952,765.854,663.26,2.515,13.3,1.031,33.864,0.67,0.995,0.985
2827,2.088,6,4849.948,1344.277,6786.368,22.338,22.338,579.873,570.228,1.261,6.874,1.019,23.955,0.232,0.962,0.977
8481,4.161,12,14718.934,1547.449,7723.119,113.741,113.741,639.553,605.035,1.664,8.987,1.023,17.194,0.34,0.986,0.981
8238,4.161,12,14718.909,1547.449,7723.355,113.742,113.742,640.876,605.408,1.664,8.995,1.023,17.255,0.342,0.985,0.98
7691,6.175,18,29790.194,2307.469,8816.603,246.265,246.265,759.627,663.761,2.507,13.118,1.031,33.357,0.66,0.982,0.997
9735,7.148,21,39002.519,2678.046,9120.092,332.427,332.427,811.987,684.706,2.982,15.558,1.036,43.207,0.855,0.991,0.99
2967,7.148,21,38982.291,2678.08,9135.027,332.2,332.2,829.036,693.233,2.961,15.429,1.035,44.072,0.873,0.962,0.992
7508,3.144,9,8375.479,1386.737,7044.697,60.315,60.315,589.68,580.307,1.392,7.574,1.02,12.478,0.247,0.982,0.977
5783,6.175,18,29791.329,2307.427,8820.935,246.232,246.232,767.941,666.53,2.505,13.156,1.03,33.841,0.67,0.974,0.993
10990,2.088,6,5416.939,1346.623,6770.835,22.735,22.735,561.921,562.245,1.279,6.838,1.02,22.024,0.225,0.996,1.0
11111,6.175,18,29762.111,2306.833,8790.099,246.022,246.022,762.689,662.354,2.515,13.276,1.031,33.671,0.667,0.997,0.987
6928,8.206,24,50993.952,3087.497,9307.457,438.044,438.044,916.884,730.067,3.585,18.419,1.042,59.838,1.185,0.979,0.99
5321,3.144,9,8378.474,1386.754,7110.199,60.352,60.352,580.559,579.966,1.389,7.446,1.02,12.074,0.239,0.972,0.994
3577,5.14,15,21633.083,1924.319,8486.607,175.296,175.296,716.503,640.583,2.081,11.139,1.026,25.616,0.507,0.965,0.982
6314,6.175,18,29792.998,2307.349,8826.012,246.24,246.24,759.507,664.552,2.503,13.067,1.031,33.299,0.659,0.976,1.0
7386,7.148,21,38995.709,2678.066,9124.317,332.344,332.344,819.447,687.876,2.976,15.542,1.036,43.636,0.864,0.981,0.989
9395,9.3,27,72758.716,3560.363,9734.24,644.708,644.708,1067.987,774.429,4.544,22.991,1.051,89.123,1.764,0.99,0.978
2430,1.138,3,2657.073,1413.768,6725.424,11.318,11.318,522.234,560.769,1.196,6.441,1.019,0.0,0.147,0.96,0.985
6726,4.161,12,14721.338,1547.461,7766.436,113.772,113.772,631.9,604.671,1.659,8.862,1.023,16.792,0.332,0.978,0.994
583,8.206,24,50997.285,3087.622,9321.684,438.089,438.089,938.354,739.168,3.567,18.383,1.041,61.202,1.212,0.952,0.987
1193,6.175,18,29791.848,2307.434,8824.95,246.203,246.203,795.483,674.703,2.503,13.338,1.03,35.483,0.703,0.955,0.977
8879,6.175,18,29773.378,2307.135,8812.994,246.092,246.092,754.9,662.115,2.507,13.098,1.031,33.073,0.655,0.987,0.999
8258,6.175,18,29761.695,2306.802,8797.295,245.938,245.938,774.155,666.267,2.512,13.321,1.03,34.33,0.68,0.985,0.982
4157,9.3,27,72777.387,3560.418,9773.829,644.803,644.803,1079.336,780.129,4.496,22.407,1.05,89.217,1.766,0.967,0.994
4715,9.3,27,72762.423,3560.393,9757.323,644.766,644.766,1089.958,781.368,4.519,22.859,1.05,90.669,1.795,0.97,0.978
5211,1.138,3,3466.762,1414.254,6693.17,11.309,11.309,543.977,562.607,1.226,6.627,1.019,0.0,0.174,0.972,0.982
8633,3.144,9,8377.173,1386.746,7088.95,60.338,60.338,571.333,576.433,1.39,7.424,1.021,11.711,0.232,0.986,0.998
8623,2.088,6,6923.246,1376.432,6803.787,28.202,28.202,598.724,570.644,1.331,7.136,1.02,8.659,0.259,0.986,0.997
4712,6.175,18,29763.509,2306.903,8808.992,245.935,245.935,786.299,670.749,2.507,13.348,1.03,35.0,0.693,0.97,0.978
3414,4.161,12,14723.271,1547.466,7790.305,113.791,113.791,641.66,608.33,1.657,8.885,1.022,17.213,0.341,0.964,0.99
